Index,Variant,"Major area, region, country or area *",Notes,Country code,Reference date (as of 1 July),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80+,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
4066,Estimates,Nigeria,,566,1989,  3 562,  3 419,  3 286,  3 163,  3 065,  2 956,  2 854,  2 758,  2 666,  2 580,  2 499,  2 417,  2 330,  2 241,  2 156,  2 074,  1 993,  1 912,  1 832,  1 754,  1 678,  1 610,  1 552,  1 503,  1 454,  1 409,  1 364,  1 318,  1 272,  1 228,  1 188,  1 147,  1 106,  1 065,  1 025,   987,   953,   926,   904,   883,   862,   841,   817,   792,   768,   744,   720,   694,   667,   641,   614,   589,   565,   541,   518,   495,   473,   452,   432,   413,   394,   374,   354,   334,   315,   296,   276,   256,   236,   217,   198,   179,   160,   142,   125,   108,   92,   79,   67,   56,   194,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4067,Estimates,Nigeria,,566,1990,  3 633,  3 486,  3 351,  3 226,  3 111,  3 004,  2 905,  2 812,  2 724,  2 640,  2 561,  2 486,  2 409,  2 324,  2 235,  2 150,  2 068,  1 986,  1 904,  1 824,  1 746,  1 669,  1 600,  1 542,  1 492,  1 444,  1 398,  1 354,  1 308,  1 262,  1 219,  1 179,  1 139,  1 098,  1 057,  1 017,   979,   945,   919,   897,   875,   855,   833,   810,   784,   760,   737,   712,   686,   660,   633,   607,   581,   557,   533,   510,   487,   465,   444,   423,   403,   384,   364,   344,   323,   303,   284,   264,   244,   223,   204,   184,   166,   147,   129,   112,   95,   80,   67,   56,É,   46,   36,   28,   22,   16,   12,   9,   6,   4,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0
4068,Estimates,Nigeria,,566,1991,  3 705,  3 562,  3 424,  3 298,  3 182,  3 075,  2 976,  2 885,  2 798,  2 712,  2 629,  2 549,  2 474,  2 396,  2 311,  2 222,  2 136,  2 053,  1 971,  1 889,  1 809,  1 731,  1 655,  1 586,  1 528,  1 479,  1 431,  1 386,  1 341,  1 296,  1 250,  1 208,  1 168,  1 128,  1 087,  1 046,  1 007,   969,   936,   909,   887,   865,   845,   823,   800,   775,   750,   727,   702,   676,   649,   623,   596,   570,   546,   522,   498,   475,   452,   431,   410,   390,   370,   350,   329,   308,   288,   268,   249,   228,   208,   189,   170,   151,   133,   116,   100,   85,   71,   59,É,   49,   39,   31,   24,   18,   14,   10,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0
4069,Estimates,Nigeria,,566,1992,  3 784,  3 621,  3 493,  3 364,  3 246,  3 139,  3 040,  2 950,  2 867,  2 785,  2 702,  2 618,  2 539,  2 463,  2 384,  2 298,  2 209,  2 123,  2 039,  1 956,  1 874,  1 795,  1 717,  1 641,  1 572,  1 515,  1 466,  1 419,  1 374,  1 330,  1 285,  1 240,  1 197,  1 158,  1 118,  1 077,  1 037,   998,   960,   926,   900,   878,   856,   836,   814,   790,   765,   741,   717,   692,   666,   639,   612,   586,   560,   535,   511,   487,   463,   440,   418,   397,   376,   356,   335,   315,   294,   273,   253,   233,   213,   193,   174,   155,   137,   120,   104,   88,   74,   61,É,   50,   41,   33,   26,   20,   15,   11,   8,   6,   4,   2,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0
4070,Estimates,Nigeria,,566,1993,  3 871,  3 697,  3 542,  3 425,  3 305,  3 196,  3 097,  3 007,  2 924,  2 849,  2 774,  2 693,  2 609,  2 529,  2 453,  2 373,  2 287,  2 198,  2 111,  2 026,  1 942,  1 861,  1 781,  1 704,  1 628,  1 560,  1 503,  1 454,  1 407,  1 363,  1 319,  1 274,  1 229,  1 187,  1 148,  1 108,  1 068,  1 027,   988,   950,   917,   891,   869,   847,   827,   805,   781,   756,   731,   708,   683,   657,   629,   602,   576,   549,   524,   500,   476,   452,   428,   406,   384,   363,   342,   321,   300,   279,   258,   238,   218,   198,   178,   159,   140,   123,   106,   91,   77,   63,É,   51,   42,   34,   27,   20,   15,   11,   8,   6,   4,   3,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0
4071,Estimates,Nigeria,,566,1994,  3 965,  3 780,  3 616,  3 471,  3 359,  3 247,  3 147,  3 057,  2 975,  2 900,  2 833,  2 763,  2 685,  2 601,  2 521,  2 444,  2 363,  2 277,  2 188,  2 100,  2 014,  1 930,  1 848,  1 769,  1 691,  1 615,  1 547,  1 491,  1 442,  1 396,  1 352,  1 308,  1 264,  1 219,  1 177,  1 138,  1 099,  1 058,  1 018,   980,   942,   909,   882,   860,   839,   818,   796,   772,   747,   722,   698,   674,   647,   620,   593,   566,   539,   514,   489,   465,   440,   417,   394,   372,   350,   329,   308,   286,   264,   243,   223,   203,   183,   163,   144,   126,   108,   93,   78,   65,É,   53,   42,   33,   26,   20,   15,   11,   8,   6,   4,   3,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0
4072,Estimates,Nigeria,,566,1995,  4 067,  3 871,  3 698,  3 545,  3 411,  3 294,  3 190,  3 099,  3 017,  2 943,  2 877,  2 818,  2 754,  2 677,  2 593,  2 513,  2 436,  2 354,  2 267,  2 178,  2 090,  2 003,  1 917,  1 835,  1 756,  1 679,  1 603,  1 536,  1 479,  1 431,  1 385,  1 341,  1 298,  1 254,  1 210,  1 168,  1 129,  1 090,  1 050,  1 010,   971,   933,   900,   874,   852,   830,   810,   788,   764,   738,   714,   690,   664,   638,   610,   583,   556,   529,   503,   479,   454,   429,   405,   382,   359,   337,   316,   294,   272,   250,   229,   208,   188,   168,   148,   129,   111,   94,   79,   66,É,   53,   42,   32,   25,   19,   14,   10,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0
4073,Estimates,Nigeria,,566,1996,  4 169,  3 987,  3 804,  3 642,  3 500,  3 375,  3 264,  3 168,  3 081,  3 002,  2 929,  2 863,  2 803,  2 738,  2 662,  2 577,  2 496,  2 417,  2 335,  2 248,  2 159,  2 071,  1 984,  1 900,  1 818,  1 740,  1 664,  1 588,  1 521,  1 466,  1 418,  1 372,  1 328,  1 286,  1 242,  1 197,  1 156,  1 117,  1 078,  1 038,   998,   960,   922,   889,   863,   841,   819,   798,   776,   752,   726,   701,   677,   652,   625,   597,   569,   542,   515,   489,   463,   438,   413,   389,   365,   342,   320,   298,   276,   254,   232,   211,   191,   171,   152,   133,   115,   98,   83,   69,É,   57,   46,   36,   27,   21,   16,   12,   8,   6,   4,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0
4074,Estimates,Nigeria,,566,1997,  4 279,  4 062,  3 909,  3 739,  3 589,  3 457,  3 340,  3 237,  3 147,  3 065,  2 988,  2 916,  2 850,  2 790,  2 725,  2 647,  2 563,  2 481,  2 401,  2 318,  2 231,  2 142,  2 054,  1 967,  1 883,  1 802,  1 725,  1 649,  1 574,  1 508,  1 453,  1 405,  1 359,  1 316,  1 274,  1 230,  1 186,  1 144,  1 106,  1 067,  1 027,   988,   949,   912,   879,   853,   830,   808,   787,   765,   741,   715,   690,   665,   639,   612,   584,   556,   528,   501,   474,   448,   423,   397,   372,   349,   325,   303,   281,   259,   237,   215,   194,   174,   155,   136,   118,   101,   86,   71,É,   59,   48,   38,   30,   22,   17,   13,   9,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4075,Estimates,Nigeria,,566,1998,  4 396,  4 170,  3 970,  3 834,  3 676,  3 538,  3 415,  3 307,  3 212,  3 128,  3 050,  2 976,  2 905,  2 839,  2 779,  2 712,  2 635,  2 549,  2 467,  2 385,  2 301,  2 214,  2 126,  2 038,  1 952,  1 868,  1 787,  1 710,  1 635,  1 561,  1 495,  1 440,  1 393,  1 347,  1 305,  1 262,  1 219,  1 175,  1 134,  1 095,  1 056,  1 017,   977,   939,   902,   869,   843,   820,   798,   777,   755,   730,   704,   678,   653,   627,   600,   571,   543,   514,   487,   460,   433,   407,   382,   356,   332,   309,   286,   264,   242,   220,   198,   177,   157,   138,   120,   104,   88,   73,É,   60,   49,   39,   31,   23,   17,   13,   9,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4076,Estimates,Nigeria,,566,1999,  4 519,  4 286,  4 078,  3 895,  3 759,  3 615,  3 487,  3 375,  3 275,  3 188,  3 110,  3 037,  2 965,  2 895,  2 829,  2 768,  2 701,  2 622,  2 537,  2 453,  2 370,  2 286,  2 198,  2 110,  2 022,  1 936,  1 852,  1 772,  1 696,  1 621,  1 548,  1 483,  1 428,  1 381,  1 336,  1 294,  1 251,  1 208,  1 164,  1 123,  1 085,  1 046,  1 007,   967,   930,   892,   860,   833,   810,   788,   766,   744,   719,   693,   667,   642,   615,   587,   559,   530,   501,   473,   445,   419,   392,   366,   341,   316,   292,   269,   246,   224,   202,   181,   160,   140,   122,   105,   89,   74,É,   60,   48,   39,   31,   23,   17,   13,   9,   6,   4,   3,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0
4077,Estimates,Nigeria,,566,2000,  4 647,  4 407,  4 193,  4 003,  3 834,  3 685,  3 553,  3 437,  3 335,  3 244,  3 164,  3 092,  3 023,  2 954,  2 885,  2 819,  2 758,  2 690,  2 611,  2 525,  2 440,  2 356,  2 270,  2 183,  2 095,  2 007,  1 921,  1 838,  1 758,  1 682,  1 608,  1 536,  1 471,  1 417,  1 370,  1 325,  1 283,  1 241,  1 197,  1 154,  1 113,  1 074,  1 036,   997,   958,   920,   883,   850,   823,   801,   778,   756,   734,   708,   682,   656,   630,   604,   575,   546,   517,   488,   459,   431,   404,   377,   351,   325,   300,   276,   252,   229,   207,   185,   163,   143,   124,   105,   89,   74,É,   60,   48,   37,   28,   22,   16,   11,   8,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0
4078,Estimates,Nigeria,,566,2001,  4 770,  4 564,  4 339,  4 138,  3 958,  3 797,  3 654,  3 527,  3 415,  3 315,  3 226,  3 146,  3 075,  3 006,  2 936,  2 865,  2 799,  2 736,  2 667,  2 587,  2 501,  2 417,  2 333,  2 248,  2 161,  2 074,  1 987,  1 902,  1 819,  1 740,  1 665,  1 592,  1 520,  1 456,  1 402,  1 355,  1 310,  1 268,  1 227,  1 183,  1 140,  1 099,  1 061,  1 023,   984,   945,   907,   870,   837,   810,   787,   764,   742,   719,   693,   666,   640,   614,   586,   558,   528,   498,   469,   440,   412,   384,   357,   331,   305,   280,   256,   232,   210,   188,   167,   147,   127,   109,   92,   77,É,   64,   52,   41,   31,   24,   18,   13,   9,   6,   4,   2,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4079,Estimates,Nigeria,,566,2002,  4 900,  4 654,  4 485,  4 275,  4 085,  3 915,  3 763,  3 626,  3 503,  3 394,  3 297,  3 210,  3 131,  3 059,  2 990,  2 919,  2 848,  2 780,  2 715,  2 645,  2 566,  2 480,  2 396,  2 312,  2 227,  2 140,  2 054,  1 968,  1 884,  1 802,  1 724,  1 649,  1 576,  1 505,  1 441,  1 388,  1 341,  1 297,  1 255,  1 213,  1 170,  1 127,  1 087,  1 049,  1 010,   971,   932,   895,   857,   824,   797,   774,   751,   728,   705,   679,   651,   624,   597,   570,   540,   510,   480,   450,   421,   393,   365,   338,   311,   285,   260,   236,   213,   191,   170,   149,   130,   112,   95,   79,É,   66,   54,   43,   34,   25,   19,   14,   10,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4080,Estimates,Nigeria,,566,2003,  5 034,  4 787,  4 562,  4 407,  4 212,  4 035,  3 875,  3 730,  3 599,  3 481,  3 375,  3 280,  3 195,  3 117,  3 046,  2 976,  2 904,  2 832,  2 763,  2 696,  2 625,  2 545,  2 460,  2 375,  2 292,  2 207,  2 121,  2 035,  1 950,  1 867,  1 786,  1 708,  1 634,  1 561,  1 491,  1 427,  1 374,  1 328,  1 283,  1 242,  1 200,  1 158,  1 115,  1 074,  1 036,   998,   959,   920,   883,   845,   812,   785,   761,   738,   715,   691,   664,   636,   609,   581,   553,   524,   493,   462,   432,   402,   373,   346,   318,   291,   265,   240,   217,   194,   172,   151,   132,   113,   96,   80,É,   66,   54,   44,   35,   27,   20,   15,   11,   8,   5,   4,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4081,Estimates,Nigeria,,566,2004,  5 174,  4 927,  4 700,  4 491,  4 331,  4 151,  3 986,  3 836,  3 699,  3 574,  3 460,  3 357,  3 265,  3 182,  3 105,  3 033,  2 963,  2 890,  2 817,  2 747,  2 679,  2 606,  2 526,  2 440,  2 356,  2 272,  2 188,  2 102,  2 017,  1 933,  1 850,  1 770,  1 693,  1 619,  1 547,  1 477,  1 414,  1 361,  1 315,  1 271,  1 229,  1 188,  1 146,  1 103,  1 063,  1 025,   987,   948,   909,   871,   834,   800,   773,   749,   725,   702,   677,   650,   622,   593,   566,   537,   507,   476,   445,   414,   384,   355,   326,   299,   272,   246,   221,   197,   174,   153,   133,   114,   97,   81,É,   66,   53,   43,   34,   26,   19,   14,   10,   7,   5,   4,   2,   2,   1,   0,   0,   0,   0,   0,   0,   0
4082,Estimates,Nigeria,,566,2005,  5 317,  5 071,  4 843,  4 632,  4 437,  4 257,  4 091,  3 938,  3 798,  3 669,  3 550,  3 441,  3 341,  3 251,  3 170,  3 093,  3 021,  2 950,  2 877,  2 803,  2 731,  2 662,  2 588,  2 507,  2 422,  2 337,  2 254,  2 169,  2 085,  2 000,  1 917,  1 835,  1 755,  1 678,  1 605,  1 534,  1 464,  1 401,  1 349,  1 303,  1 259,  1 217,  1 176,  1 134,  1 091,  1 051,  1 013,   975,   936,   897,   860,   822,   789,   761,   737,   712,   689,   664,   637,   607,   578,   550,   521,   490,   458,   427,   396,   365,   336,   307,   279,   252,   226,   201,   178,   155,   134,   114,   96,   80,É,   65,   52,   40,   31,   24,   18,   12,   8,   6,   3,   2,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0
4083,Estimates,Nigeria,,566,2006,  5 450,  5 242,  5 008,  4 790,  4 588,  4 400,  4 225,  4 064,  3 914,  3 776,  3 649,  3 532,  3 422,  3 323,  3 232,  3 149,  3 072,  2 998,  2 926,  2 853,  2 779,  2 707,  2 637,  2 563,  2 483,  2 398,  2 315,  2 232,  2 149,  2 064,  1 981,  1 898,  1 816,  1 738,  1 661,  1 589,  1 518,  1 448,  1 386,  1 334,  1 288,  1 244,  1 203,  1 162,  1 120,  1 077,  1 037,   999,   961,   922,   883,   845,   808,   774,   746,   721,   696,   672,   646,   618,   588,   559,   530,   500,   469,   437,   406,   374,   344,   314,   286,   259,   232,   206,   182,   160,   139,   119,   100,   84,É,   70,   56,   44,   34,   26,   20,   15,   10,   7,   5,   3,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4084,Estimates,Nigeria,,566,2007,  5 588,  5 349,  5 171,  4 949,  4 741,  4 547,  4 366,  4 197,  4 039,  3 893,  3 758,  3 633,  3 516,  3 407,  3 307,  3 216,  3 132,  3 053,  2 978,  2 904,  2 830,  2 756,  2 684,  2 614,  2 541,  2 461,  2 377,  2 294,  2 212,  2 129,  2 046,  1 963,  1 880,  1 800,  1 721,  1 646,  1 573,  1 503,  1 434,  1 372,  1 320,  1 275,  1 231,  1 190,  1 149,  1 107,  1 064,  1 024,   986,   948,   908,   869,   831,   794,   760,   731,   705,   680,   655,   629,   600,   570,   540,   510,   480,   448,   416,   384,   353,   322,   293,   265,   238,   212,   187,   164,   142,   122,   104,   87,É,   72,   59,   47,   37,   28,   21,   16,   12,   8,   6,   4,   2,   1,   1,   1,   0,   0,   0,   0,   0,   0
4085,Estimates,Nigeria,,566,2008,  5 733,  5 497,  5 273,  5 103,  4 893,  4 695,  4 508,  4 334,  4 170,  4 017,  3 874,  3 741,  3 618,  3 502,  3 393,  3 292,  3 201,  3 116,  3 035,  2 958,  2 884,  2 809,  2 735,  2 663,  2 593,  2 520,  2 440,  2 357,  2 275,  2 193,  2 111,  2 028,  1 946,  1 864,  1 784,  1 706,  1 631,  1 559,  1 489,  1 420,  1 359,  1 307,  1 262,  1 218,  1 177,  1 136,  1 094,  1 051,  1 011,   973,   934,   895,   856,   818,   780,   746,   716,   690,   664,   639,   612,   583,   551,   521,   491,   460,   428,   395,   363,   332,   301,   272,   244,   217,   192,   167,   145,   125,   106,   89,É,   73,   60,   48,   38,   29,   22,   16,   12,   9,   6,   4,   3,   1,   1,   1,   1,   0,   0,   0,   0,   0
4086,Estimates,Nigeria,,566,2009,  5 888,  5 653,  5 429,  5 215,  5 037,  4 837,  4 649,  4 471,  4 303,  4 145,  3 996,  3 856,  3 726,  3 604,  3 489,  3 380,  3 279,  3 187,  3 100,  3 018,  2 940,  2 864,  2 789,  2 715,  2 643,  2 573,  2 499,  2 420,  2 337,  2 256,  2 175,  2 094,  2 012,  1 929,  1 848,  1 768,  1 691,  1 616,  1 545,  1 475,  1 407,  1 346,  1 294,  1 249,  1 206,  1 165,  1 124,  1 082,  1 039,   999,   960,   922,   882,   843,   805,   767,   732,   702,   675,   649,   623,   595,   565,   533,   502,   471,   440,   408,   375,   343,   311,   280,   251,   224,   197,   171,   148,   127,   108,   90,É,   74,   59,   47,   38,   29,   22,   16,   11,   8,   6,   4,   3,   2,   1,   1,   0,   0,   0,   0,   0,   0
